Symbol,Trade,Date,Price,Ex. date,Ex. Price,% chg,Profit,% Profit,Shares,Position value,Cum. Profit,# bars,Profit/bar,MAE,MFE,Scale In/Out
KO,Long (trail),6/3/1998,35.25,31/8/1998,35.575,0.92%,78.96,0.74%,304.491,10733.32,124372.2,124,0.64,-1.33%,26.15%,0/0
CERN,Long (trail),5/8/1998,3.25,31/8/1998,2.9375,-9.62%,-1245.25,-9.77%,3920.79,12742.55,123126.95,19,-65.54,-9.62%,12.98%,0/0
YHOO,Long (trail),6/8/1998,10.9219,31/8/1998,10,-8.44%,-1100.81,-8.60%,1172.39,12804.73,122026.15,18,-61.16,-8.44%,14.45%,0/0
TJX,Long (trail),21/8/1998,6.64063,31/8/1998,5.6,-15.67%,-2115.6,-15.82%,2013.79,13372.8,119910.55,7,-302.23,-15.67%,5.41%,0/0
MSFT,Long (trail),25/2/1998,19.1088,1/9/1998,21.4289,12.14%,1228,11.95%,537.917,10278.96,121138.55,132,9.3,-7.14%,40.84%,0/0
AMZN,Long (trail),31/8/1998,13.9583,1/9/1998,12.6875,-9.10%,-1173.33,-9.26%,907.541,12667.76,119965.22,2,-586.67,-9.10%,28.51%,0/0
NTAP,Long (trail),4/8/1998,4.92188,1/10/1998,6.125,24.44%,3166.96,24.29%,2648.9,13037.56,123132.18,42,75.4,-0.32%,55.56%,0/0
YUM,Long (trail),21/8/1998,6.80854,8/10/1998,5.86029,-13.93%,-1882.48,-14.08%,1964.12,13372.8,121249.7,34,-55.37,-13.93%,7.59%,0/0
DRI,Long (trail),1/6/1998,9.36409,9/10/1998,8.59557,-8.21%,-1076.28,-8.36%,1374.43,12870.3,120173.42,93,-11.57,-8.21%,14.74%,0/0
YHOO,Long (trail),2/11/1998,18.1797,1/12/1998,22.775,25.28%,3096.4,25.11%,678.17,12328.92,123269.82,21,147.45,-9.41%,56.60%,0/0
AMZN,Long (trail),2/11/1998,21.8333,1/12/1998,30.9167,41.60%,5109.21,41.44%,564.683,12328.92,128379.03,21,243.3,-7.82%,77.96%,0/0
BBY,Long (trail),2/11/1998,10.8814,9/12/1998,10.3833,-4.58%,-584.3,-4.74%,1133.03,12328.92,127794.72,27,-21.64,-17.41%,19.28%,0/0
SCHW,Long (trail),2/11/1998,10.421,4/1/1999,17.4151,67.12%,8254.64,66.95%,1183.09,12328.92,136049.37,43,191.97,-0.38%,108.89%,0/0
AMZN,Long (trail),2/12/1998,33.25,8/1/1999,79.65,139.55%,18832.33,139.40%,406.3,13509.48,154881.69,26,724.32,-8.52%,177.07%,0/0
TWX,Long (trail),2/11/1998,33.3797,13/1/1999,66.1283,98.11%,12075.82,97.95%,369.354,12328.92,166957.51,50,241.52,-4.87%,147.64%,0/0
YHOO,Long (trail),2/12/1998,24.6328,13/1/1999,41.8906,70.06%,9444.78,69.91%,548.434,13509.48,176402.29,29,325.68,-8.66%,125.82%,0/0
NEE,Long (trail),18/1/1996,23.25,14/1/1999,29.025,24.84%,1917.39,24.58%,335.479,7799.89,178319.68,756,2.54,-10.75%,56.05%,0/0
YHOO,Long (trail),14/1/1999,42.9922,15/1/1999,38.6,-10.22%,-1713.38,-10.34%,385.543,16575.34,176606.31,2,-856.69,-10.22%,12.23%,0/0
MO,Long (trail),2/11/1998,12.2141,20/1/1999,11.1806,-8.46%,-1063.22,-8.62%,1009.4,12328.92,175543.09,54,-19.69,-8.46%,14.42%,0/0
AMZN,Long (trail),14/1/1999,69,20/1/1999,63.7,-7.68%,-1293.18,-7.80%,240.222,16575.34,174249.91,4,-323.29,-7.68%,15.40%,0/0
RIG,Long (trail),8/1/1999,32.3443,26/1/1999,26.8338,-17.04%,-2864.25,-17.16%,516.15,16694.51,171385.66,12,-238.69,-17.04%,3.70%,0/0
AEP,Long (trail),5/1/1996,41.5,1/2/1999,42.65,2.77%,200.07,2.52%,191.367,7941.75,171585.73,776,0.26,-6.93%,28.46%,0/0
NI,Long (trail),24/12/1997,9.6889,1/2/1999,10.6099,9.51%,756.05,9.26%,842.618,8164.04,172341.78,277,2.73,-0.25%,36.88%,0/0
NTAP,Long (trail),2/11/1998,7.10938,5/2/1999,11.35,59.65%,7334,59.49%,1734.18,12328.92,179675.78,66,111.12,-5.05%,99.56%,0/0
ETFC,Long (trail),5/2/1999,244.688,9/2/1999,211,-13.77%,-2234.79,-13.89%,65.7451,16087,177440.99,3,-744.93,-13.77%,7.79%,0/0
ALXN,Long (trail),27/1/1999,3.6875,10/2/1999,3.1,-15.93%,-2602.13,-16.06%,4395.12,16206.99,174838.86,11,-236.56,-15.93%,5.08%,0/0
HOLX,Long (trail),20/1/1999,3.34375,11/2/1999,2.675,-20.00%,-3370.91,-20.12%,5010.71,16754.56,171467.95,17,-198.29,-20.00%,0.00%,0/0
AMZN,Long (trail),10/2/1999,48.7188,18/2/1999,44.075,-9.53%,-1507.98,-9.66%,320.427,15610.8,169959.97,6,-251.33,-9.53%,13.09%,0/0
CNP,Long (trail),23/12/1997,20.411,25/2/1999,20.8035,1.92%,196.8,1.75%,552.335,11273.73,170156.77,295,0.67,-3.85%,28.37%,0/0
EIX,Long (trail),1/2/1995,16.5,22/3/1999,24.8,50.30%,2500.83,49.90%,303.714,5011.28,172657.6,1044,2.4,-9.85%,87.88%,0/0
MTD,Long (trail),1/2/1999,26.75,23/3/1999,21.95,-17.94%,-2959.41,-18.07%,612.376,16381.07,169698.19,36,-82.21,-17.94%,2.57%,0/0
ESRX,Long (trail),2/11/1998,3.30859,30/3/1999,4.92969,49.00%,6020.73,48.83%,3726.33,12328.92,175718.92,102,59.03,-7.44%,53.01%,0/0
ED,Long (trail),19/11/1997,36.625,1/4/1999,44.9,22.59%,2084.08,22.38%,254.27,9312.63,177803.01,343,6.08,-0.68%,53.24%,0/0
WBA,Long (trail),2/11/1998,25.0625,5/4/1999,27.15,8.33%,1006.9,8.17%,491.927,12328.92,178809.9,105,9.59,-4.99%,35.41%,0/0
ADSK,Long (trail),25/2/1999,10.2656,6/4/1999,8.825,-14.03%,-2206.55,-14.16%,1517.77,15580.89,176603.35,28,-78.81,-14.03%,7.46%,0/0
PDCO,Long (trail),1/2/1999,10.5938,7/4/1999,9.15,-13.63%,-2252.46,-13.75%,1546.3,16381.07,174350.89,46,-48.97,-13.63%,7.96%,0/0
YHOO,Long (trail),18/2/1999,32.2188,12/4/1999,48.2813,49.85%,7830.2,49.73%,488.728,15746.22,182181.09,37,211.63,-3.78%,89.33%,0/0
LRCX,Long (trail),24/3/1999,9.6875,13/4/1999,9.6,-0.90%,-169.19,-1.02%,1705.01,16517.29,182011.9,14,-12.08,-4.95%,23.87%,0/0
TWX,Long (trail),11/2/1999,81.5158,15/4/1999,138.988,70.50%,11043.75,70.38%,192.505,15692.2,193055.65,44,250.99,-8.58%,113.13%,0/0
AMZN,Long (trail),25/3/1999,69.9375,15/4/1999,78.3,11.96%,508.08,11.50%,63.149,4416.49,193563.73,15,33.87,-8.36%,39.95%,0/0
YHOO,Long (trail),13/4/1999,50.75,15/4/1999,43.275,-14.73%,-2668.44,-14.84%,354.306,17981.02,190895.3,3,-889.48,-14.73%,6.59%,0/0
ETFC,Long (trail),15/4/1999,507.188,16/4/1999,476,-6.15%,-1109.02,-6.26%,34.9185,17710.22,189786.27,2,-554.51,-15.22%,17.31%,0/0
CMCSA,Long (trail),2/11/1998,15.3922,19/4/1999,18.8235,22.29%,2728.48,22.13%,800.987,12328.92,192514.76,115,23.73,-12.23%,52.87%,0/0
BBY,Long (trail),4/1/1999,13.7506,19/4/1999,19.8788,44.57%,7085.13,44.44%,1159.41,15942.61,199599.89,73,97.06,-2.76%,80.71%,0/0
TWX,Long (trail),16/4/1999,138.345,19/4/1999,118.793,-14.13%,-2366.14,-14.25%,119.999,16601.2,197233.74,2,-1183.07,-14.13%,6.44%,0/0
ETFC,Long (trail),19/4/1999,369.063,20/4/1999,370,0.25%,23.93,0.14%,46.8587,17293.78,197257.67,2,11.97,-3.81%,24.64%,0/0
YUM,Long (trail),2/11/1998,7.93207,29/4/1999,10.624,33.94%,4164.15,33.78%,1554.31,12328.92,201421.83,123,33.85,-2.97%,67.42%,0/0
TWX,Long (trail),20/4/1999,127.394,29/4/1999,132.356,3.90%,642.89,3.78%,133.59,17018.46,202064.71,8,80.36,-12.19%,29.87%,0/0
SPLS,Long (trail),15/1/1999,18.4722,3/5/1999,19.1667,3.76%,598.15,3.64%,890.136,16442.78,202662.87,74,8.08,-7.22%,29.70%,0/0
USB,Long (trail),2/11/1998,24.8443,5/5/1999,27.8585,12.13%,1475.77,11.97%,496.246,12328.92,204138.64,127,11.62,-7.11%,40.17%,0/0
DIS,Long (trail),13/1/1999,35.6262,5/5/1999,29.4872,-17.23%,-2929.9,-17.35%,473.998,16886.77,201208.74,78,-37.56,-17.23%,3.46%,0/0
VRSN,Long (trail),29/4/1999,23.3517,5/5/1999,20.4645,-12.36%,-2235.09,-12.48%,767.236,17916.22,198973.65,5,-447.02,-12.36%,9.55%,0/0
AMZN,Long (trail),5/5/1999,73.25,17/5/1999,61.55,-15.97%,-2875.8,-16.08%,244.085,17879.25,196097.85,9,-319.53,-15.97%,5.03%,0/0
YHOO,Long (trail),5/5/1999,40.3281,24/5/1999,35.0625,-13.06%,-1023.32,-13.32%,190.541,7684.18,195074.53,14,-73.09,-13.06%,8.68%,0/0
XLNX,Long (trail),29/4/1999,22.875,25/5/1999,20.75,-9.29%,-1597.03,-9.41%,742.133,16976.3,193477.49,19,-84.05,-9.29%,13.39%,0/0
LRCX,Long (trail),3/5/1999,10.4375,25/5/1999,9.2,-11.86%,-2040.42,-11.97%,1632.66,17040.94,191437.07,17,-120.02,-11.86%,10.18%,0/0
SCHW,Long (trail),5/5/1999,34.1628,25/5/1999,30.7624,-9.95%,-1799.61,-10.07%,523.355,17879.26,189637.46,15,-119.97,-9.95%,12.56%,0/0
SWKS,Long (trail),7/4/1999,11.5625,26/5/1999,19,64.32%,11354.97,64.21%,1529.41,17683.78,200992.43,36,315.42,-5.95%,105.41%,0/0
ETFC,Long (trail),25/5/1999,450.625,26/5/1999,412,-8.57%,-1520.8,-8.69%,38.8557,17509.34,199471.63,2,-760.4,-8.57%,14.29%,0/0
VRSN,Long (trail),25/5/1999,23.7497,26/5/1999,21.7383,-8.47%,-1502.91,-8.58%,737.245,17509.34,197968.72,2,-751.45,-8.47%,14.41%,0/0
AFL,Long (trail),2/11/1998,19.0625,4/6/1999,22.7,19.08%,2332.6,18.92%,646.763,12328.92,200301.32,148,15.76,-5.25%,48.85%,0/0
FDX,Long (trail),9/12/1998,36.875,11/6/1999,49.5,34.24%,4655.5,34.09%,370.337,13656.16,204956.82,127,36.66,-5.76%,67.80%,0/0
SCHW,Long (trail),26/5/1999,34.56,14/6/1999,27.934,-19.17%,-3308.41,-19.29%,496.29,17151.78,201648.41,13,-254.49,-19.17%,1.03%,0/0
HAS,Long (trail),24/5/1999,29.625,12/7/1999,24.6,-16.96%,-649.25,-17.50%,125.224,3709.77,200999.16,34,-19.1,-16.96%,3.80%,0/0
PX,Long (trail),15/4/1999,22.7813,13/7/1999,23.25,2.06%,217.71,1.88%,507.112,11552.65,201216.87,62,3.51,-2.88%,27.57%,0/0
URBN,Long (trail),12/4/1999,2.5,28/7/1999,2.875,15.00%,2664.63,14.89%,7159,17897.51,203881.49,76,35.06,-13.44%,43.75%,0/0
SYMC,Long (trail),24/5/1999,2.35231,5/8/1999,2.59634,10.37%,1842.66,10.26%,7632.73,17954.54,205724.15,52,35.44,-3.21%,37.97%,0/0
COO,Long (trail),26/5/1999,11.4375,6/8/1999,10,-12.57%,-2175.69,-12.68%,1499.61,17151.78,203548.47,51,-42.66,-12.57%,9.84%,0/0
PBI,Long (trail),8/6/1995,18.6057,9/8/1999,57.4329,208.68%,13230.57,208.37%,341.27,6349.58,216779.04,1053,12.56,-0.99%,285.86%,0/0
DRI,Long (trail),20/1/1999,11.4533,16/8/1999,11.1623,-2.54%,-445.68,-2.66%,1462.86,16754.56,216333.36,145,-3.07,-4.23%,21.82%,0/0
FL,Long (trail),5/8/1999,8.9375,20/8/1999,8.2,-8.25%,-1480.9,-8.36%,1980.89,17704.18,214852.45,12,-123.41,-13.29%,14.69%,0/0
M,Long (trail),9/2/1999,21.25,31/8/1999,22.825,7.41%,1154.43,7.29%,745.668,15845.44,216006.88,142,8.13,-14.26%,34.26%,0/0
QCOM,Long (trail),25/5/1999,11.4453,2/9/1999,19.8625,73.54%,8393.83,73.37%,999.601,11440.75,224400.71,71,118.22,-6.01%,116.93%,0/0
T,Long (trail),9/8/1999,57.0872,8/9/1999,46.0656,-19.31%,-3420.93,-19.42%,308.57,17615.38,220979.78,22,-155.5,-19.31%,0.87%,0/0
APA,Long (trail),13/4/1999,12.1371,21/9/1999,17.2785,42.36%,1561.78,41.83%,307.657,3734.07,222541.56,113,13.82,-5.57%,77.95%,0/0
URBN,Long (trail),29/7/1999,3,22/9/1999,3.10625,3.54%,613.23,3.43%,5959.79,17879.37,223154.79,39,15.72,-7.29%,29.43%,0/0
NOC,Long (trail),13/7/1999,32.7236,23/9/1999,27.4438,-16.13%,-1919.1,-16.30%,359.69,11770.36,221235.69,52,-36.91,-16.13%,4.83%,0/0
HAL,Long (trail),30/3/1999,20.1875,24/9/1999,20.7,2.54%,420.08,2.42%,858.687,17334.74,221655.77,125,3.36,-13.31%,28.17%,0/0
XLNX,Long (trail),14/6/1999,24.9688,24/9/1999,30.9,23.75%,4067.03,23.64%,689.067,17205.14,225722.8,73,55.71,-2.38%,54.69%,0/0
HP,Long (trail),12/4/1999,8.20348,28/9/1999,8.98455,9.52%,1684.06,9.41%,2181.7,17897.51,227406.85,119,14.15,-3.38%,36.90%,0/0
CVX,Long (trail),19/4/1999,50.9688,5/10/1999,41.975,-17.65%,-3071.59,-17.76%,339.302,17293.78,224335.26,119,-25.81,-17.65%,2.94%,0/0
COP,Long (trail),19/4/1999,18.8436,5/10/1999,17.4571,-7.36%,-1292.44,-7.47%,917.753,17293.78,223042.82,119,-10.86,-7.36%,15.80%,0/0
INTC,Long (trail),12/7/1999,32.7188,13/10/1999,35.8,9.42%,748.59,9.17%,249.442,8161.42,223791.41,67,11.17,-4.11%,36.77%,0/0
TIF,Long (trail),16/8/1999,23.3438,18/10/1999,26.8,14.81%,2670.91,14.70%,778.563,18174.58,226462.32,45,59.35,-1.47%,43.51%,0/0
BIIB,Long (trail),24/9/1999,15.6146,18/10/1999,15.0667,-3.51%,-654.71,-3.62%,1158.42,18088.29,225807.61,17,-38.51,-5.14%,20.61%,0/0
AMZN,Long (trail),30/9/1999,79.9375,18/10/1999,72,-9.93%,-245.27,-10.81%,28.3802,2268.64,225562.34,13,-18.87,-9.93%,12.59%,0/0
VRSN,Long (trail),24/8/1999,42.7495,2/11/1999,56.1077,31.25%,5703.36,31.14%,428.453,18316.13,231265.7,50,114.07,-8.13%,33.09%,0/0
PDCO,Long (trail),9/9/1999,11,8/11/1999,10.025,-8.86%,-1304.33,-9.00%,1317.26,14489.84,229961.38,43,-30.33,-8.86%,13.92%,0/0
APA,Long (trail),22/9/1999,17.9489,29/11/1999,15.2241,-15.18%,-2818.91,-15.29%,1027.21,18437.33,227142.46,48,-58.73,-15.18%,6.02%,0/0
BIIB,Long (trail),1/11/1999,20.25,7/12/1999,18.6667,-7.82%,-1536.97,-7.92%,958.089,19401.29,225605.49,26,-59.11,-7.82%,15.23%,0/0
CELG,Long (trail),30/11/1999,2.48958,10/12/1999,2.20417,-11.46%,-1810.56,-11.59%,6273.51,15618.42,223794.93,9,-201.17,-11.46%,10.67%,0/0
MCHP,Long (trail),4/6/1999,12.2593,14/12/1999,18.2519,48.88%,8233.15,48.76%,1377.23,16883.76,232028.08,135,60.99,-6.95%,86.10%,0/0
SYMC,Long (trail),6/8/1999,2.75484,14/12/1999,5.58013,102.56%,18192.18,102.44%,6446.14,17758.09,250220.26,91,199.91,-1.83%,153.20%,0/0
AAPL,Long (trail),24/9/1999,2.31919,15/12/1999,3.33035,43.60%,7866.43,43.49%,7799.39,18088.29,258086.69,58,135.63,-11.55%,81.71%,0/0
XLNX,Long (trail),27/9/1999,33.1875,15/12/1999,38.85,17.06%,3002.11,16.95%,533.706,17712.38,261088.8,57,52.67,-3.86%,46.33%,0/0
SWKS,Long (trail),1/11/1999,26.875,16/12/1999,27.05,0.65%,106.33,0.55%,721.909,19401.29,261195.13,33,3.22,-1.40%,25.81%,0/0
ETFC,Long (trail),10/12/1999,355.625,20/12/1999,288,-19.02%,-2645.68,-19.16%,38.827,13807.86,258549.46,7,-377.95,-19.02%,1.23%,0/0
AMZN,Long (trail),9/11/1999,70.8125,23/12/1999,90.4,27.66%,3627.25,27.51%,186.203,13185.51,262176.71,32,113.35,-1.15%,59.58%,0/0
TWX,Long (trail),2/11/1999,131.539,27/12/1999,151.759,15.37%,2964.2,15.27%,147.589,19413.68,265140.92,38,78.01,-0.66%,44.21%,0/0
VRSN,Long (trail),15/12/1999,95.4233,28/12/1999,144.016,50.92%,12211.68,50.84%,251.718,24019.81,277352.59,9,1356.85,-2.11%,69.08%,0/0
CTSH,Long (trail),23/12/1999,2.27604,28/12/1999,2,-12.13%,-2059.08,-12.25%,7386.84,16812.77,275293.51,3,-686.36,-12.13%,9.84%,0/0
EA,Long (trail),20/12/1999,20.7656,3/1/2000,21.25,2.33%,371.18,2.21%,807.602,16770.37,275664.69,10,37.12,-5.49%,4.29%,0/0
QCOM,Long (trail),3/9/1999,20.4219,4/1/2000,80,291.74%,52957.74,291.63%,889.215,18159.43,328622.43,85,623.03,-6.81%,389.67%,0/0
SYMC,Long (trail),15/12/1999,5.81159,4/1/2000,5.48453,-5.63%,-1371.76,-5.71%,4133.09,24019.81,327250.67,14,-97.98,-9.09%,17.97%,0/0
NTAP,Long (trail),1/11/1999,18.5,5/1/2000,36.75,98.65%,19119.11,98.55%,1048.72,19401.29,346369.78,46,415.63,-1.01%,148.31%,0/0
BIIB,Long (trail),14/12/1999,19.6979,5/1/2000,28,42.15%,10446.01,42.07%,1260.65,24832.16,356815.79,16,652.88,-0.48%,77.68%,0/0
AMZN,Long (trail),27/12/1999,81.125,5/1/2000,70.5,-13.10%,-2950.85,-13.19%,275.845,22377.89,353864.94,8,-368.86,-13.10%,12.79%,0/0
YHOO,Long (trail),29/9/1999,44.8281,6/1/2000,100.025,123.13%,21716.54,123.02%,393.8,17653.33,375581.48,70,310.24,-8.26%,178.91%,0/0
TWX,Long (trail),28/12/1999,152.452,11/1/2000,132.059,-13.38%,-3269.28,-13.46%,159.334,24290.67,372312.2,11,-297.21,-13.38%,8.28%,0/0
AAPL,Long (trail),16/12/1999,3.51116,12/1/2000,3.21428,-8.46%,-2043.48,-8.54%,6815.96,23931.89,370268.72,19,-107.55,-8.46%,14.43%,0/0
EA,Long (trail),4/1/2000,22.3438,14/1/2000,21.4125,-4.17%,-1201.36,-4.24%,1268.57,28344.65,369067.37,9,-133.48,-11.19%,19.79%,0/0
CTSH,Long (trail),6/1/2000,1.9349,18/1/2000,1.77708,-8.16%,-2152.58,-8.23%,13513.3,26146.92,366914.78,8,-269.07,-8.16%,14.80%,0/0
TIF,Long (trail),1/11/1999,29.9375,24/1/2000,36,20.25%,3908.86,20.15%,648.06,19401.29,370823.65,58,67.39,-2.51%,50.31%,0/0
FCX,Long (trail),3/1/2000,9.11117,25/1/2000,7.37494,-19.06%,-3286.5,-19.17%,1881.38,17141.54,367537.15,16,-205.41,-19.06%,1.18%,0/0
QCOM,Long (trail),5/1/2000,78.2188,26/1/2000,64.5,-17.54%,-4689.49,-17.61%,340.372,26623.44,362847.66,15,-312.63,-17.54%,4.35%,0/0
ARNC,Long (trail),13/4/1999,52.4638,28/1/2000,78.4885,49.61%,8899.49,49.49%,342.732,17981.02,371747.15,203,43.84,-5.62%,87.01%,0/0
ADBE,Long (trail),7/12/1999,15.1563,28/1/2000,14.375,-5.15%,-940.84,-5.27%,1178.68,17864.32,370806.31,37,-25.43,-5.15%,18.56%,0/0
VRSN,Long (trail),6/1/2000,131.725,28/1/2000,144.621,9.79%,2539.9,9.71%,198.497,26146.92,373346.2,16,158.74,-4.63%,38.80%,0/0
INTU,Long (trail),25/1/2000,35.1563,28/1/2000,29.2,-16.94%,-4788.23,-17.01%,800.542,28144.07,368557.97,4,-1197.06,-16.94%,3.82%,0/0
VRTX,Long (trail),4/1/2000,17.2813,31/1/2000,20.2,16.89%,4767.32,16.82%,1640.2,28344.65,373325.3,19,250.91,-4.52%,46.11%,0/0
SYMC,Long (trail),5/1/2000,5.13231,31/1/2000,4.96626,-3.24%,-881.34,-3.31%,5187.42,26623.44,372443.95,18,-48.96,-7.60%,20.96%,0/0
ALXN,Long (trail),12/1/2000,7.40625,31/1/2000,10.025,35.36%,9378.57,35.28%,3588.95,26580.68,381822.52,13,721.43,-2.53%,69.20%,0/0
AAPL,Long (trail),14/1/2000,3.58705,31/1/2000,3.47143,-3.22%,-895,-3.30%,7567.57,27145.24,380927.52,11,-81.36,-3.22%,20.97%,0/0
DOV,Long (trail),14/6/1999,33.5421,11/2/2000,31.8106,-5.16%,-908.18,-5.28%,512.941,17205.14,380019.34,170,-5.34,-13.45%,18.55%,0/0
CL,Long (trail),1/11/1999,30.9063,14/2/2000,26.7,-13.61%,-270.53,-14.70%,59.561,1840.81,379748.81,73,-3.71,-13.85%,7.99%,0/0
KO,Long (trail),24/1/2000,32.4375,15/2/2000,26.6875,-17.73%,-5051.97,-17.80%,875.125,28386.88,374696.84,17,-297.17,-17.73%,2.89%,0/0
INTU,Long (trail),31/1/2000,30.1563,15/2/2000,28.9,-4.17%,-1124.51,-4.24%,879.214,26513.81,373572.33,12,-93.71,-7.98%,19.79%,0/0
TIF,Long (trail),26/1/2000,38.3438,16/2/2000,31.15,-18.76%,-5302.08,-18.83%,734.26,28154.29,368270.24,16,-331.38,-18.76%,1.55%,0/0
WMT,Long (trail),31/1/2000,54.75,17/2/2000,48.1,-12.15%,-3240.4,-12.22%,484.27,26513.81,365029.85,14,-231.46,-12.15%,9.82%,0/0
FISV,Long (trail),17/2/2000,10.0833,18/2/2000,8.66667,-14.05%,-4234.44,-14.12%,2974.91,29997.02,360795.41,2,-2117.22,-14.05%,7.44%,0/0
MUR,Long (trail),26/5/1999,9.9546,22/2/2000,10.4704,5.18%,868.71,5.06%,1723,17151.78,361664.11,188,4.62,-1.42%,31.48%,0/0
CCI,Long (trail),14/12/1999,25.6512,23/2/2000,30.1475,17.53%,4332.74,17.45%,968.071,24832.16,365996.85,49,88.42,-11.90%,46.91%,0/0
INTU,Long (trail),16/2/2000,30.5313,25/2/2000,29.1,-4.69%,-1395.73,-4.76%,961.207,29346.86,364601.12,7,-199.39,-4.69%,19.14%,0/0
IDXX,Long (trail),17/2/2000,5.15625,25/2/2000,6.01562,16.67%,4979.5,16.60%,5817.6,29997.02,369580.63,6,829.92,-5.45%,21.21%,0/0
PKI,Long (trail),18/2/2000,34,28/2/2000,30.575,-10.07%,-2615.2,-10.15%,757.723,25762.58,366965.43,6,-435.87,-10.07%,12.41%,0/0
REGN,Long (trail),28/2/2000,45.125,29/2/2000,45.5,0.83%,180.36,0.75%,534.301,24110.34,367145.79,2,90.18,-11.36%,1.66%,0/0
ALXN,Long (trail),22/2/2000,18.7813,1/3/2000,21.5625,14.81%,2648.59,14.70%,959.493,18020.49,369794.38,7,378.37,-5.49%,19.80%,0/0
VRSN,Long (trail),31/1/2000,137.032,7/3/2000,175.604,28.15%,7443.28,28.07%,193.487,26513.81,377237.66,26,286.28,-9.14%,60.19%,0/0
REGN,Long (trail),1/3/2000,53.4375,8/3/2000,44.8,-16.16%,-3360.9,-16.26%,386.79,20669.08,373876.76,6,-560.15,-16.16%,4.80%,0/0
NVDA,Long (trail),28/1/2000,3.11458,9/3/2000,7.08333,127.42%,34796.25,127.35%,8772.6,27322.99,408673.01,29,1199.87,-6.35%,133.44%,0/0
AMGN,Long (trail),28/1/2000,59.6875,9/3/2000,60,0.52%,123.05,0.45%,457.767,27322.99,408796.07,29,4.24,-0.52%,25.65%,0/0
WDC,Long (trail),14/2/2000,4.75,13/3/2000,5.5,15.79%,2194.1,15.65%,2952.13,14022.61,410990.16,20,109.7,-17.11%,21.05%,0/0
FAST,Long (trail),25/2/2000,5.10507,13/3/2000,4.45478,-12.74%,-3966.56,-12.80%,6068.94,30982.35,407023.6,12,-330.55,-12.74%,9.08%,0/0
REGN,Long (trail),9/3/2000,41.0625,13/3/2000,36.875,-10.20%,-3330.94,-10.26%,790.673,32466.99,403692.66,3,-1110.31,-12.79%,19.33%,0/0
CELG,Long (trail),11/1/2000,2.43229,14/3/2000,6.23333,156.27%,42587.72,156.20%,11209.5,27264.74,446280.38,44,967.9,-5.78%,220.34%,0/0
VRTX,Long (trail),9/3/2000,32.5,14/3/2000,27.7,-14.77%,-4815.13,-14.83%,998.984,32466.99,441465.26,4,-1203.78,-14.77%,6.54%,0/0
BIIB,Long (trail),13/3/2000,38.5833,14/3/2000,34.35,-10.97%,-3713.6,-11.03%,872.505,33664.16,437751.65,2,-1856.8,-10.97%,11.29%,0/0
VRSN,Long (trail),8/3/2000,172.378,15/3/2000,168.811,-2.07%,-404.43,-2.18%,107.788,18580.33,437347.23,6,-67.4,-9.85%,22.41%,0/0
ALXN,Long (trail),14/3/2000,19.25,15/3/2000,19.2,-0.26%,-105.62,-0.32%,1712.41,32963.8,437241.61,2,-52.81,-2.60%,24.68%,0/0
NVDA,Long (trail),14/3/2000,9.17708,15/3/2000,9.83333,7.15%,2337.23,7.09%,3591.97,32963.8,439578.84,2,1168.61,-1.93%,34.79%,0/0
REGN,Long (trail),14/3/2000,29.5625,15/3/2000,31,4.86%,1582.89,4.80%,1115.05,32963.8,441161.73,2,791.45,-5.29%,31.08%,0/0
KLAC,Long (trail),28/1/2000,45.2748,16/3/2000,58.8522,29.99%,8173.86,29.92%,603.493,27322.99,449335.59,34,240.41,-3.22%,62.49%,0/0
NTAP,Long (trail),15/3/2000,86.5313,16/3/2000,81.3,-6.05%,-1908.12,-6.11%,360.927,31231.48,447427.47,2,-954.06,-6.05%,17.44%,0/0
CHRW,Long (trail),28/12/1999,10.5156,20/3/2000,10.375,-1.34%,-377,-1.41%,2538.56,26694.51,447050.47,58,-6.5,-12.04%,23.33%,0/0
CELG,Long (trail),15/3/2000,5.18229,20/3/2000,4.69792,-9.35%,-2939.12,-9.41%,6026.58,31231.48,444111.35,4,-734.78,-9.35%,13.32%,0/0
BIIB,Long (trail),15/3/2000,36.1875,21/3/2000,33.1,-8.53%,-2684.65,-8.60%,863.046,31231.48,441426.69,5,-536.93,-8.81%,14.34%,0/0
ALXN,Long (trail),16/3/2000,19.2813,21/3/2000,18.6,-3.53%,-1139.02,-3.60%,1642.6,31671.48,440287.67,4,-284.76,-4.05%,20.58%,0/0
NVDA,Long (trail),16/3/2000,7.84896,21/3/2000,7.51667,-4.23%,-1360.84,-4.30%,4035.12,31671.48,438926.83,4,-340.21,-4.23%,19.71%,0/0
CELG,Long (trail),21/3/2000,4.90885,28/3/2000,4.54792,-7.35%,-2424.05,-7.41%,6660.58,32695.83,436502.78,6,-404.01,-26.21%,15.81%,0/0
WDC,Long (trail),20/3/2000,6.9375,29/3/2000,7.05,1.62%,521.87,1.56%,4816.6,33415.15,437024.65,8,65.23,-5.41%,27.03%,0/0
ALXN,Long (trail),22/3/2000,19.9219,29/3/2000,17.1,-14.16%,-4661.63,-14.23%,1644.87,32768.92,432363.02,6,-776.94,-14.16%,6.98%,0/0
AMAT,Long (trail),2/9/1999,18.6094,30/3/2000,44,136.44%,25057.14,136.33%,987.654,18379.62,457420.16,146,171.62,-2.94%,195.55%,0/0
